name,category,ingredient
두부 스크램블,간단요리 메인요리,두부 달걀 방울토마토 시금치 (생략 가능) 우유 버터 소금 후춧가루 올리브유
한치 초무침,한식 안주 메인요리,손질된 한치 미나리 오이 양파 청고추 홍고추 통깨 고춧가루 고추장 매실청 식초 물엿 설탕 다진 마늘 후춧가루
요거피치,메인요리 간단요리 간식,잘 익은 복숭아 그릭 요거트 그래놀라 메이플 시럽 타임 (생략 가능)
깐풍 가지 튀김,중식 퓨전 안주 메인요리,가지 청양고추 홍고추 전분 가루 소금 식용유 통깨 튀김가루 전분가루 (찹쌀가루로 대체 가능) 차가운 물 간장 맛술 식초 굴소스 설탕 다진 마늘 고춧가루 물 소금 후춧가루
키토 팬케이크,베이킹 키토,생크림 달걀 아몬드 가루 코코넛 가루 애로루트 가루 (타피오카 전분으로 대체 가능) 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 베이킹파우더 소금 바닐라 익스트랙 식물성 오일
키토 바게트,베이킹 키토,코코넛 가루 아몬드 가루 곱게 간 아마씨 가루 베이킹파우더 차전자피 가루 소금 애플 사이다 식초 (식초로 대체 가능) 달걀흰자 뜨거운 물 (100도)
키토 생크림,베이킹 키토,생크림 에리스리톨 (알룰로스 가루 라칸토로 대체 가능)
키토 식빵,베이킹 키토,볶은 아마씨 가루 오트 파이버 가루 (귀리 식이섬유) 활성 글루텐 잔탄검 녹인 무염 버터 달걀 소금 따뜻한 물 인스턴트 이스트 꿀
키토 버터 코코넛 케이크,베이킹 키토,녹인 무염 버터 달걀 바닐라 익스트랙 (바닐라 오일 바닐라빈으로 대체 가능) 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 생크림 코코넛 플레이크 (생략 가능) 코코넛 가루 슈레드 코코넛 베이킹파우더 애로루트 가루 (타피오카 전분으로 대체 가능 생략 가능)
청국장찌개,한식 메인요리,청국장 배추김치 (숙성) 양파 무 두부 대파 애호박 홍고추 김칫국물 멸치 다시마 육수 참기름 된장 다진 마늘 고춧가루
당근 김밥,한식 도시락 메인요리,당근 달걀 밥 김밥 김 식용유 소금 다진 마늘 참기름 소금 참기름 통깨
스팸 두부 짜글이,한식 메인요리,두부 스팸 감자 양파 대파 청양고추 멸치 다시마 육수 간장 고춧가루 고추장 맛술 참치액 다진 마늘 들기름 설탕 후춧가루
키토 카카오 브라우니,베이킹 키토,카카오 매스 (다크 초콜릿으로 대체 가능) 실온 무염 버터 실온 달걀 생크림 에리스리톨 (알룰로스 가루 라칸토로 대체 가능) 아몬드 가루 바닐라 익스트랙 (생략 가능 오일이나 빈으로 대체 가능) 애로루트 가루 (타피오카 전분으로 대체 가능)
토마토 피클,간단요리 밑반찬,컬러 방울토마토 물 설탕 식초 피클링스파이스 소금
키토 김밥,한식 다이어트 메인요리 키토,김밥 김 소 등심 달걀 케일 (깻잎 또는 상추로 대체 가능) 빨간 파프리카 오이 소금 후춧가루 식용유 마요네즈 고추냉이 간장
가지 덮밥,채식 메인요리,가지 대파 쪽파 (생략 가능) 양파 식용유 현미밥 통깨 소금 다시마 물 다진 마늘 된장 간장 맛술 비정제 설탕 들기름 후춧가루 생강가루 (생략 가능)
서울식 불고기 전골,초대요리 한식 메인요리,쇠고기 (불고기용) 배추속대 양파 대파 표고버섯 느타리버섯 팽이버섯 부추 당면 다시마 육수 간장 맛술 설탕 다진 마늘 참기름 후춧가루 참치액 국간장 다진 마늘 구운 소금 후춧가루
그릭요거트 오이 샐러드,양식 다이어트 메인요리,오이 적양파 올리브오일 레드와인 비네거 허브 가루 (생략 가능) 그릭요거트 레몬즙 마늘 딜 소금 후춧가루
페타치즈 파스타,간단요리 양식 메인요리,파스타면 (펜네) 페타치즈 올리브오일 방울토마토 다진 마늘 건 바질 생바질 소금 후춧가루
크림 닭가슴살 구이,양식 안주 메인요리 키토,닭가슴살 생크림 버터 양송이버섯 통마늘 레드와인 또는 화이트와인 소금 후춧가루 파마산 치즈 파슬리
묵은지 들기름 파스타,퓨전 메인요리,묵은지 다진 돼지고기 대파 파스타면 들기름 마늘 소금 후춧가루 맛술 청양고추 면수 참치액젓 노른자
오이 간장 절임,채식 밑반찬,오이 양파 청양고추 홍고추 굵은 소금 통깨 천일염 물 물 간장 식초 비정제 설탕 다시마 (15cm*15cm)
파인애플 패션후르츠 청,간식,패션후르츠 손질 파인애플 설탕
라따뚜이,양식 메인요리,가지 주키니 호박 토마토 (작은 것) 노란 주키니 호박 올리브오일 소금 후춧가루 파슬리 토마토 (작은 것) 마늘 양파 토마토소스 물 버터
비건 딸기 아이스크림,간식 채식,두유 레몬즙 아가베 시럽 냉동 딸기 완숙 바나나 코코넛 크림
비건 쑥 머핀,베이킹 채식,두유 포도씨 오일 황설탕 레몬즙 통밀가루 현미 가루 쑥 가루 베이킹파우더 다진 쑥 슈가파우더 쑥가루 물
비건 코코넛 아몬드 쿠키,베이킹 채식,통밀가루 아몬드 가루 베이킹소다 조청 (아가베 시럽 메이플시럽 꿀 등으로 대체 가능) 비정제 코코넛 오일 (포도씨유 등 액체 오일로 대체 가능) 코코넛 플레이크
비건 버터,간단요리 베이킹 채식,캐슈넛 물 뉴트리셔널 이스트 소금 아가베 시럽 (메이플 시럽으로 대체 가능) 애플 사이다 비네거 (식초로 대체 가능) 정제 코코넛 오일 포도씨 오일
비건 플레인 화이트 스콘,베이킹 채식,통밀가루 코코넛 가루 황설탕 소금 베이킹파우더 베이킹파우더 비정제 코코넛 오일 (식물성 버터로 대체 가능) 두유 슈레드 코코넛
토마토 김치,밑반찬 채식 메인요리,토마토 양파 영양 부추 파프리카 (생략 가능) 고춧가루 맛술 후춧가루 참기름 국간장 다진 마늘 다진 생강 매실액 (올리고당으로 대체 가능) 통깨
열무 비빔국수 ,한식 메인요리,중면 열무김치 통깨 열무김치 국물 물 오이 삶은 달걀 식초 설탕 고추장 고춧가루 다진 마늘 참기름 통깨
고등어 파스타 ,퓨전 메인요리,파스타면 어간장 순살 고등어 마늘 그린 올리브 (생략 가능) 대파 시금치 페페론치노 올리브오일 소금 후춧가루 파마산 치즈 가루 (생략 가능) 레몬 (생략 가능) 파슬리 가루 (생략 가능) 맛술 어간장 소금 후춧가루
초당 옥수수 카레,채식 퓨전 메인요리,초당 옥수수 삶은 병아리콩 또는 병아리콩 캔 주키니 코코넛 밀크 물 양파 다진 마늘 다진 생강 올리브오일 소금 후춧가루 큐민가루 강황 가루 (카레 가루로 대체 가능) 올리고당 땅콩버터 고수 오이 크러쉬드 레드페퍼 레몬
생미역 비빔국수,한식 메인요리,중면 생미역 오이 대파 양파 당근 통깨 소금 고추장 간장 설탕 다진 마늘 식초 참기름
두부 덮밥,간단요리 채식 메인요리,두부 쪽파 현미밥 전분 물 다시마 (6*6cm) 통깨 다진 생강 들기름 고추냉이 간장 맛술 올리고당
소고기 아욱 표고버섯죽,한식,불린 쌀 소고기 안심 표고버섯 아욱 물
비타민지짐 & 사과소스,한식,비타민 사과 달걀노른자 올리브유
닭고기 비타민 미음,한식,불린 쌀 닭 안심 비타민 잎 물
대구살 무 표고버섯죽,한식,불린 쌀 무 표고버섯 대구살 물
달걀 노른자죽,메인요리,불린 쌀 달걀노른자 물
소고기 감자 미음,한식,불린 쌀 소고기 안심 감자 물
새우 미역 무른밥,한식,불린 쌀 새우 건미역 참기름 명이나물 장아찌
소고기 오이 시금치 무른밥,한식,불린 쌀 오이 시금치 소고기 안심 물
두부 완두콩 달걀찜,한식,두부 달걀 완두콩 모유 또는 분유
들깨 미역 진밥,한식,불린 쌀 건미역 들깨 물
시금치 리조또,간단요리 양식 메인요리,시금치 쇠고기 (불고기용 또는 차돌박이) 양파 다진 마늘 밥 우유 생크림 소금 후춧가루 버터 파마산 치즈 가루
채식 양배추 김치,밑반찬 한식 채식,양배추 쪽파 굵은 소금 고춧가루 국간장 다진 마늘 다진 생강 매실액 (올리고당으로 대체 가능) 찹쌀가루 (밀가루로 대체 가능) 다시마 물
대파 파스타,퓨전 안주 메인요리,파스타면 쯔유 (모밀용) 페퍼론치노 소고기 (불고깃감 또는 우삼겹) 마늘 대파 식용유 소금 후춧가루 파마산 치즈 (생략 가능)
붓카케 우동,일식 메인요리,우동면 쯔유 (우동용) 물 레몬 김밥 김 쪽파 다진 생강 청고추 튀김가루 차가운 물 식용유
참깨 메밀 소바,간단요리 퓨전 메인요리,메밀면 오이 깻잎 삶은 달걀 볶은 참깨 쯔유 (모밀용) 물 마요네즈 올리고당 참기름
낫또 아보카도 덮밥,간단요리 퓨전 다이어트 메인요리 키토,낫또 아보카도 두부 현미밥 달걀 고추냉이 쯔유 (우동용) 참기름 실파 (생략 가능) 소금 후춧가루 간장 연겨자
두부면 팟타이,다이어트 메인요리 키토,두부면 마늘 양파 대파 부추 숙주 베트남 고추 (생략 가능) 칵테일 새우 달걀 다진 땅콩 라임 (생략 가능) 고수 (생략 가능) 소금 후춧가루 식용유 간장 다진 마늘 굴소스 피쉬소스 스리라차 소스 소금 후춧가루
유부 잔치국수,채식 한식 메인요리,소면 유부 당근 미나리 양파 청양고추 홍고추 채수 소금 식용유 국간장 소금 후추 간장 맛술 다진 마늘 고춧가루 후춧가루
연어 우엉 솥밥,초대요리 메인요리,스테이크용 생연어 불린 쌀 송송 썬 쪽파 우엉 소금 후춧가루 식용유 식초 다시마 육수 맛술 쯔유 간장 물 다진 마늘 송송 썬 청양고추 참기름 통깨
가지 스테이크,초대요리 간단요리 안주 메인요리,가지 쪽파 (또는 고수 약간) 시나몬 가루 큐민 가루(생략 가능) 파프리카 파우더 다진 마늘 생강 가루 (생략 가능) 라임즙 올리브오일 소금 후춧가루 마요네즈 케첩 레몬즙 파마산 치즈 가루 다진 마늘 파프리카 파우더
미역 국수,메인요리 다이어트 키토,닭가슴살 새우 오이 파프리카 무순 토마토 시판 냉면 육수 미역 국수 연겨자 소금 설탕 식초 설탕 다진 마늘 연겨자 소금 후춧가루
고추장 달걀 조림,간단요리 한식 밑반찬,달걀 양파 꽈리고추 쪽파 멸치 육수 참기름 통깨 소금 식초 고추장 고춧가루 진간장 설탕 물엿 후춧가루
미역 콩국수,메인요리 간단요리 다이어트 키토 메인요리,미역 국수 두부 두유 볶은 땅콩 (아몬드 잣 등으로 대체 가능) 통깨 오이 (생략 가능) 방울토마토 소금 얼음
미역 비빔국수,다이어트 메인요리 키토,해조미 미역 국수 비빔소스 오이 당근 통깨 참기름
다시마 라면,간단요리 다이어트 메인요리,다시마 국수 대파 칵테일 새우 (다른 해물로 대체 가능) 라면 수프 물 다진 마늘 고춧가루 (생략 가능)
톳 소바,간단요리 다이어트 메인요리 키토,해조미 톳 국수 실파 김 무 무순 고추냉이 얼음 쯔유 물
비건 부대찌개 ,간단요리 채식 한식 메인요리,비건 소시지 템페 채소 만두 베이크드빈 팽이버섯 표고버섯 두부 대파 양파 잘게 자른 김치 라면 사리 채수 (생수 또는 다시마 우린 물로 대체 가능) 고춧가루 고추장 국간장 다진 마늘 맛술 소금 후춧가루
한입 가지 튀김,간식 간단요리 안주 메인요리,가지 밀가루 달걀 빵가루 파마산 치즈 가루 파슬리 가루 (생략 가능) 소금 칠리소스 케첩 설탕 식초
아스파라거스 샌드위치,간단요리,발효빵 아스파라거스 사과 마요네즈 파르메산치즈가루 올리브오일 소금 굵은 후춧가루 마요네즈 연유
가자미 버터구이 ,간단요리 양식 메인요리 키토,가자미 필렛 그린빈스 버터 레몬 밀가루 파슬리가루 소금 후춧가루
라이스페이퍼 떡볶이,퓨전 메인요리,라이스 페이퍼 판 어묵 슬라이스 치즈 대파 양배추 다시마 멸치 육수 통깨 고추장 고춧가루 간장 올리고당 설탕
달걀 카레,간단요리 메인요리,달걀 우유 마늘 양파 버터 (또는 식용유) 물 시판용 카레 가루 다진 파슬리 (생략 가능) 소금
미트볼과 아보카도 디핑소스,메인요리 키토,다진 소고기 다진 돼지고기 청주 양송이버섯 양파 당근 다진 마늘 달걀 빵가루 파슬리가루 파르메산 치즈 소금 후추 버터 올리브유 물 양파 대파 당근 월계수잎 아보카도 곱게 간 것 플레인 그릭 요거트 바질 다진 것 할라피뇨 다진 것 올리고당 레몬즙 소금
프렌치 토스트와 아보카도 & 베이컨,메인요리,아보카도 토스트 빵 달걀 생크림 무염버터 베이컨 샐러드 채소 소금 후추 레몬즙 올리브유 메이플 시럽 파프리카 가루
카프레제 아보카도 보트,간단요리 키토,아보카도 방울토마토 보코치니 치즈 바질 페스토 다진 마늘 올리브유 소금 후추 바질 잎 발사믹 식초
아보카도 데리야키 치킨덮밥,메인요리,아보카도 흰 쌀밥 닭다리 정육살 다진 쪽파 후추 통깨 조리유 진간장 물 맛술 올리고당 설탕 생강즙 다진 대파
아보카도 버섯 덮밥,메인요리,아보카도 흰 쌀밥 단단한 두부 전분가루 소금 후추 브로콜리 느타리버섯 조리유 다진 마늘 다진 생강 간장 고추기름 참기름 올리고당 라임즙
아보카도 산딸기 샐러드,간단요리,아보카도 산딸기 샐러드 채소 아몬드 슬라이스 엑스트라 버진 올리브유 레몬즙 화이트 발사믹 식초 꿀 소금 후추
아보카도 브라우니,베이킹,아보카도 시판용 브라우니 믹스 메이플시럽 물 슈가파우더
아보카도 데빌드 에그,초대요리 키토,아보카도 달걀 마요네즈 레몬즙 머스터드 소스 소금 후추 아스파라거스 베이컨 칩 파프리카 파우더
아보카도 비프 소바,메인요리,소고기 안심(스테이크용) 진간장 꿀 전분가루 소바 면 다진 쪽파 볶은 통깨 올리브유 진간장 꿀 레몬즙 레몬 제스트 참기름 생강즙 다진 마늘
아보카도 아이스크림,간식,아보카도 코코넛밀크 꿀
