name,category,ingredient
적채피클,밑반찬,적채 샐러리잎(생략가능) 물 설탕 식초(현미식초) 굵은소금 피클링스파이스
쇠고기불고기,메인요리 초대요리 한식,쇠고기(불고기용) 양파 당근 대파 버섯류(생략가능) 참기름 통깨 간장 설탕 다진파 다진마늘 참기름 후춧가루 양파즙 또는 배즙 맛술
탕평채,메인요리 초대요리,청포묵 오이 홍고추 달걀 쇠고기(잡채용) 통깨 간장 맛술 설탕 다진마늘 참기름 후춧가루 간장 식초 참기름 설탕 소금
콩샐러드,간단요리 다이어트 채식,강낭콩 기장 로메인 방울토마토 아보카도 줄기콩 양파 올리브유 간장 레몬즙 홀그레인머스터드 소금 올리고당
감자햄볶음,한식 밑반찬,감자 햄 양파 피망 참기름 통깨 식용유 다진마늘 소금 후추
김치볶음밥,한식 메인요리,배추김치 고슬고슬한 밥 베이컨슬라이스 달걀 양파 실파 참기름 식용유 통깨 김치국물 올리고당 고운고춧가루 후추
묵은지고등어조림,메인요리 안주,고등어(중간사이즈) 묵은지 양파 감자 대파 홍고추 청양고추 다시마멸치육수 맛술 소금 후추 김치국물 고춧가루 맛술 설탕 다진마늘 간장 생강가루 후추
돼지고기간장불고기,메인요리,돼지고기(목살) 양파 실파 통깨 간장 맛술 설탕 굴소스 다진마늘 다진대파 참기름 생강가루 후추
달걀꼬마김밥,메인요리 간식 한식 분식 도시락,달걀 오이 스팸 단무지 적채피클 밥 구운김 간장 맛술 올리고당 참기름 소금
멸치주먹밥,메인요리 분식 도시락,밥 잔멸치 달걀 미나리 쌈무 슬라이스 비트 올리고당 식용유 맛술 참기름 간장 다진마늘 후추 통깨 참기름 소금
치킨가라아게,메인요리 간식 일식 안주,닭다리살 양배추 레몬(생략가능) 전분가루 우유 튀김기름 간장 맛술 생강즙(또는 생강가루) 소금 후추
취나물카나페,초대요리 간단요리 안주 채식,취나물 부침용두부 방울토마토 통마늘 매운 건고추 올리브유 청주 간장 소금 후춧가루 바게트빵 슬라이스
어묵볶음,한식 밑반찬,어묵(사각어묵) 양파 꽈리고추 식물성유 참기름 통깨 간장 맛술 올리고당 다진마늘 설탕 후춧가루
김표고장아찌,밑반찬 간단요리 채식,김 표고버섯 간장 조청 청주/물 대파 양파 저민 생강 저민 마늘 실고추 통깨
주먹밥도시락,메인요리 채식 도시락,찰현미밥 연근 당근 불린 건표고버섯 브로콜리 밥톳 빨간 파프리카 통마늘 올리고당 간장 깨 식물성기름 소금 후춧가루
치킨꼬르동블루,초대요리 양식,닭다리살(또는 닭가슴살) 체더치즈 달걀 빵가루 밀가루 우유 파슬리가루 식용유 샐러드야채(생략가능) 슬라이스 햄 마요네즈 머스터드 레몬즙(또는 식초) 올리고당
뚝배기불고기,메인요리 한식,쇠고기(불고기용) 양파 당근 팽이버섯 표고버섯 홍고추 대파 불린당면(한줌) 다시마육수 간장 맛술 설탕 다진파 다진마늘 참기름 소금 후춧가루
치킨데리야키 컵밥,메인요리 간식 분식 퓨전,닭다리살 달걀 밥 깻잎 무순 우유 통깨 간장 맛술 설탕 올리고당 물 생강가루 후추
마크로비오틱 도시락,메인요리 간단요리 채식 도시락,현미밥 연근 당근 곤약 생유부 간장 조청
꽃김밥,메인요리 분식 도시락,밥 달걀 아보카도 슬라이스햄 단무지 김 식용유 소금 식초 설탕 소금
고추장 제육볶음,한식 안주 메인요리,돼지고기(불고기용) 양파 깻잎 대파 청양고추 홍고추 깨 고추장 맛술 간장 고춧가루 올리고당 굴소스 설탕 다진마늘 참기름 생강가루 후춧가루
두부가츠샌드위치 ,간식 양식 일식 간단요리 채식 도시락,식빵 양배추 두부 소금 후추 식초 설탕 소금 토마토 (1cm 두께 슬라이스) 홀그레인머스터드 발사믹글레이즈 어린잎채소 밀가루 물 소금 빵가루
과일오픈샌드위치,간식 간단요리,식빵 딸기 오렌지 키위 크렌베리(또는 블루베리) 민트잎(생략가능) 크림치즈 꿀
고기도넛,초대요리 퓨전 안주 메인요리,다진 돼지고기 양파 숙주 달걀 식용유 찹쌀가루 간장 맛술 참기름 설탕 다진파 다진마늘 소금 후추 녹말가루 물
찐연근두부소스샐러드,간단요리 채식,연근 부침용두부 올리브유 레몬즙 케이퍼 쑥 얌염
연어오차즈케,메인요리 일식,밥 연어 쪽파 녹차가루 뜨거운 물 식용유 고추냉이 허브솔트 통깨
삼색소보로덮밥,메인요리 도시락,다진쇠고기 달걀 오이 밥 식초 설탕 소금 간장 맛술 참기름 설탕 다진마늘 후추 맛술 설탕 소금
냉이된장찌개,메인요리,냉이 바지락조개 두부 감자 애호박 양파 대파 홍고추 청양고추 다시마멸치육수 된장 다진마늘 고춧가루
마크로비오틱 유부초밥,간식 메인요리 간단요리 채식,유부 세발나물 당근 연근 비트 매실효소 현미밥 소금 간장 간장 물 조청
봄나물튀김,초대요리 메인요리 안주,냉이 쑥 두릅 튀김가루 식용유 튀김가루 찬물 간장 식초 물
소고기가지밥,메인요리,소고기 가지 다시마(2x3cm) 쌀 참기름 양조간장 맛술 참기름 다진 마늘 다진 파 후춧가루 진간장 올리고당 맛술 고춧가루 참기름 통깨 다진 마늘 다진 파
스테이크덮밥,메인요리 퓨전,쇠고기(채끝살) 밥 마늘 영양부추 양파 올리브오일 소금 후추 연겨자 로즈마리(생략가능) 물 맛술 간장 굴소스 설탕 후추
후무스샐러드,간단요리 양식 다이어트 채식,브로콜리 마늘 비트 바게트빵 슬라이스 이탈리안 파슬리 아몬드 슬라이스 병아리콩 올리브유 소금 후추 올리브유 화이트발사믹 소금 후추
콩나물밥,한식 메인요리,쌀 콩나물 다진쇠고기 물 부추 간장 맛술 다진마늘 후추 간장 맛술 참기름 올리고당 다진마늘 고춧가루 깨 후추
오므라이스카레,메인요리,카레가루 다진쇠고기 양파 달걀 물 밥 식용유 우유 맛술 소금 후추
고구마닭간장조림,메인요리 안주,닭고기(윙봉) 고구마(작은 것) 페페론치노 또는 청양고추 1/2개 대파 청주 다진마늘 생강즙 후춧가루 물 진간장 올리고당 청주 생강즙 참기름 통깨
부추목이버섯 통들깨볶음,간단요리 채식 밑반찬,부추 건목이버섯 통들깨 간장 들기름
채소잡채,초대요리 메인요리 간단요리 채식,우엉 쑥갓 홍고추 당면 불린 목이버섯 통마늘 올리브유 통깨 간장 조청
도토리묵무침,메인요리,도토리묵 오이 당근 양파 김치 쑥갓 통깨 간장 설탕 고춧가루 올리고당 다진마늘 참기름
카오팟 무,메인요리,밥 다진 돼지고기 숙주 대파 달걀 홍고추 당근 식용유 청주 굴소스 설탕 멸치액젓 소금 후춧가루
더덕구이,메인요리 초대요리 간단요리 안주,더덕 실파 통깨 참기름 간장 고추장 물엿 간장 참기름 설탕 다진파 다진마늘
봄동된장국,한식 메인요리,봄동 대파 다시마멸치육수 된장 고춧가루 다진마늘 청양고추 소금
메밀장국수,초대요리 메인요리 채식,메밀국수 대파 새송이버섯 마 우엉 통밀가루 건표고버섯 물
미역줄기볶음,한식 밑반찬,염장 미역줄기 당근 양파 다진마늘 통깨 맛술 간장 참기름 소금 후추
몬테크리스토샌드위치,양식 간식,식빵 슬라이스햄 슬라이스체더치즈 딸기쨈 허니머스터드 빵가루 식용유 달걀 우유 설탕 소금
물만두,간식 간단요리 분식 채식,만두피 부추 부침두부 연근 참깨 소금 간장 식초 고춧가루
너비아니구이,메인요리 초대요리 안주,쇠고기(채끝살) 새송이버섯 알배추 영양부추 양파 통깨 배즙(또는 배주스) 맛술 참기름 간장 설탕 다진파 다진마늘 후추 유자청 간장 식초 다진마늘
느타리버섯밥,메인요리,불린쌀 느타리버섯 무 갈은 돼지고기 다시마(2x3cm) 청주 후춧가루 소금 진간장 올리고당 다진마늘 고춧가루 참기름 잘게 썬 쪽파
멸치고추장볶음,한식 밑반찬,멸치(중간크기 80g) 마늘 꽈리고추 올리브유 참기름 통깨 고추장 올리브유 물엿 맛술 간장 설탕 후추
딸기피자,초대요리 간식 양식,토르티야 꿀 피자치즈 루꼴라(샐러드잎채소) 딸기 메이플시럽(또는 꿀) 크림치즈 꿀
돼지고기무조림,초대요리 메인요리 안주,무 대파 돼지고기 목심 다시마육수 청주 후추 소금 고추장 고춧가루 올리고당 간장 다진마늘
도라지오이무침,메인요리 밑반찬 간단요리,도라지 오이 소금 통깨 고춧가루 고추장 식초 설탕 간장 다진마늘
바크초콜릿,간식 베이킹,코팅초콜릿(다크) 코팅초콜릿(딸기향 핑크) 과일건조칩(딸기키위) 견과류(피스타치오피칸) 크렌베리
알배추전,메인요리 안주,알배추 청양고추 양파 식용유 부침가루 물 소금 간장 맛술 식초
애플소스 핫케이크,간식 양식 간단요리 채식,통밀가루 백밀가루 베이킹파우더 소금 식물성유 두유 메이플시럽 (혹은 꿀) 사과주스 사과 소금 전분가루 물
순두부굴전골,초대요리 메인요리,순두부 굴 무 미나리 대파 홍고추 멸치다시마육수 새우젓 소금
우엉조림,밑반찬 메인요리,우엉 물엿 참기름 통깨 다시마육수 간장 설탕 맛술 물엿 식용유
깍두기볶음밥,메인요리 간단요리 채식,연근 깍두기 김 쪽파 현미밥 간장 깨소금 식물성유
잔치국수,메인요리,마른소면 애호박 달걀 부추 청양고추 다시마멸치육수 소금 식용유 국간장 소금 후추 간장 맛술 다진마늘 고춧가루 후추
차슈덮밥,초대요리 메인요리 일식,밥 삼겹살 통깨 물 청주 양파 대파 마늘 생강가루 후춧가루 물 가쓰오부시 장국 맛술 간장 올리고당 양파 깻잎 쪽파
갑오징어매콤불고기,초대요리 메인요리 한식 안주,갑오징어 새송이버섯 양파 청양고추 대파 청경채 참기름 깨 고추장 고춧가루 간장 올리고당 맛술 다진마늘 설탕 생강가루 후추
사색꼬치전,안주 초대요리,게맛살 햄 단무지 쪽파 새송이버섯 달걀 부침가루 식용유 소금 나무꼬치
닭장떡국,초대요리 메인요리,떡국떡 생닭 대파 (10cm) 생강 마늘 양파 통후추 국간장 소금 달걀
우엉잡채,메인요리 초대요리,우엉 새송이버섯 양파 청피망 홍고추 올리고당 참기름 식초 통깨 식용유 간장 맛술 식용유 설탕 올리고당 후추
과일샐러드,초대요리 간단요리,사과 단감 삶은 메추리알 오이 땅콩 크랜베리(또는 건포도) 플레인요거트 마요네즈 머스터드 꿀 소금
해물솥밥,초대요리 메인요리,새우 살 바지락 살 전복 오징어(몸통) 다시마(5x5cm) 쌀 참기름 쪽파 홍고추 진간장 올리고당 맛술 고춧가루 참기름 다진 마늘
파래무침,밑반찬,파래 무 통깨 식초 설탕 소금 식초 간장 설탕 다진파 다진마늘
굴전,메인요리 초대요리 안주,굴 부침가루 달걀 영양부추 양배추 식용유 맛술 참기름 후추 간장 올리고당 식초 설탕 다진마늘
청경채 두부볶음,메인요리 채식,부침두부 청경채 만가닥 버섯 다진마늘 식물성유 (올리브유) 참기름 홍고추 연겨자 간장
돌문어 무조림,메인요리,문어 무 간장 식물성유 (올리브유) 유기농황설탕 다진마늘 조청 다시마 표고국물 쪽파 참기름
단호박 마전,메인요리 초대요리 안주 채식,단호박 물 통밀가루 소금 마 다진 생강
두부크림치즈 시금치무침,채식 퓨전 간단요리,시금치 반건조 감말랭이 부침두부 올리브유 다진마늘 소금 플레인 크림치즈
버섯들깨매운탕,메인요리 초대요리 안주,소고기(국거리용) 미나리 느타리버섯 표고버섯 감자 대파 다시마멸치육수 들깻가루 참기름 된장 국간장 고춧가루 다진마늘 맛술 후춧가루
까르보나라 떡볶이,메인요리 간식 분식 퓨전,떡볶이떡 브로콜리 양파 청양고추 베이컨 마늘 버터 파마산치즈가루(또는 체더치즈슬라이스) 생크림 우유 소금 후추
새우부추전,초대요리 메인요리 안주,새우 부침가루 깻잎 부추 홍고추 달걀노른자 찬물 식용유 쪽파 간장 다진양파 물 식초 통깨 설탕
소고기무밥,메인요리,무 소고기(잡채용) 쌀 소금 후춧가루 영양부추 진간장 올리고당 맛술 고춧가루 참기름 다진 마늘
전복죽,메인요리,전복 쌀 물 참기름 국간장 소금 깨
파인애플볶음밥,퓨전 메인요리,파인애플 밥 새우 햄 대파 청피망 홍피망 식용유 굴소스 소금 후춧가루
연어스테이크,초대요리 양식,연어(스테이크용) 레몬 딜(생략가능) 양파 버터 올리브오일 올리브오일 화이트와인(또는 청주) 소금 후추 디종 머스터드 씨겨자(생략가능) 우유 화이트와인(또는 청주) 올리고당 레몬즙 소금 후추
양송이새우핑거푸드,초대요리 양식,양송이 새우 양파 버터 시판 토마토소스 빵가루 파마산치즈가루(또는 체더쉬레드치즈) 올리브유 파슬리가루
홍합스튜,초대요리 안주,홍합 마늘 대파 월계수 잎 방울토마토 페페론치노 양파 물 화이트와인 올리브오일 소금 후춧가루
황태국,메인요리,황태채 무 콩나물 청양고추 홍고추 실파 달걀 들기름 다시마멸치육수 국간장 다진마늘 새우젓 소금 후추
딸기팬케이크,간식 베이킹,딸기 비트 핫케이크가루 달걀 우유 생크림 버터 설탕
크리스마스콥샐러드,메인요리 밑반찬 양식 다이어트 초대요리,아보카도 삶은달걀 방울토마토 모차렐라치즈(또는 보코치니치즈) 블랙올리브 그린올리브 새싹채소 파마산치즈블럭(또는 쉬레드체더치즈) 플레인요거트 마요네즈 우유 올리고당 레몬즙(또는 식초) 다진양파 소금 후추 파슬리가루
알감자버터구이, ,알감자 베이컨 버터 설탕 소금
전복밥,메인요리,전복 쌀 찹쌀 물 참기름 맛술 부추 간장 올리고당 맛술 참기름 다진마늘 고춧가루 깨
바지락수제비,메인요리,바지락 대파 청양고추 멸치다시마 육수 밀가루 다진마늘 소금 후춧가루
차돌박이숙주볶음,메인요리 초대요리 일식 안주 키토,차돌박이 숙주 양파 마늘 청양고추 실파 굴소스 통깨 무순(생략가능) 참기름 식용유 간장 맛술 설탕 다진마늘 참기름 후추
바나나초코칩쿠키,간식 베이킹,버터 설탕 바닐라설탕 소금 달걀노른자 잘 익은 바나나 박력분 베이킹파우더 초코칩(베이킹용)
꼬막달래무침, ,꼬막 달래 청주 깨 간장 고춧가루 식초 올리고당 다진마늘 설탕 후추 참기름
버섯들깨탕,초대요리 메인요리,표고버섯 느타리버섯 만가닥버섯 조랭이떡 대파 청고추 홍고추 들깨가루 찹쌀가루 다시마멸치육수 국간장 소금
동태찌개,메인요리 안주,동태 무 애호박 두부 대파 홍고추 청양고추 쑥갓 다시마멸치새우육수 굵은소금 알 또는 고니(생략가능) 고춧가루 맛술 국간장 다진마늘 고추장 생강가루 후추
맥앤치즈,간식 양식 안주,마카로니 체더치즈 우유 버터 밀가루 소금 후춧가루 파슬리가루
모둠버섯밥,메인요리,느타리버섯 새송이버섯 표고버섯 다시마(2x3) 쌀 쪽파 진간장 올리고당 맛술 참기름 고춧가루 다진마늘
고구마치즈롤돈가스,퓨전,돼지고기(등심 또는 안심) 삶은 고구마 달걀 밀가루 빵가루 모차렐라치즈블럭(또는 피자치즈) 맛술 시판 돈가스 소스 깨 연겨자(생략가능) 우유 올리고당 소금 후추
꼬막찜,메인요리 초대요리 안주,꼬막 홍고추 청고추 실파 청주 깨 간장 맛술 올리고당 고춧가루 다진마늘 참기름 후추
무생채,간단요리 밑반찬,무 고춧가루 실파(생략가능) 통깨 멸치액젓 식초 설탕 다진파 다진마늘 소금 생강가루
만두전골,초대요리 메인요리 안주,만두 배추잎 대파 표고버섯 느타리버섯 홍고추 청양고추 사골국물 고춧가루 국간장 다진마늘 굵은소금 후추
레몬소스 닭고기튀김,간식 초대요리 양식 안주,닭고기 안심살 달걀흰자 레몬 우유 녹말 물 설탕 생강즙 간장 식용유 굵은 소금 소금 후춧가루
돼지등갈비김치찜,메인요리 초대요리 안주,돼지등갈비(1대) 신김치 대파 양파 홍고추 청양고추 다시마멸치육수 물 된장 대파(파란부분) 마늘 월계수잎 통후추 김치국물 고춧가루 고추장 맛술 설탕 다진마늘 후추
버섯영양밥,초대요리 메인요리,쌀 찹쌀 표고버섯 만가닥버섯(또는 느타리) 밤 은행 부추 물 간장 맛술 올리고당 고춧가루 참기름 깨소금
고등어강정,메인요리 안주,고등어(또는 순살고등어) 땅콩 전분가루 식용유 맛술 소금 후추 고추장 케첩 맛술 올리고당 간장 설탕 다진마늘 물 후추
견과류멸치볶음,간단요리 한식 밑반찬,잔멸치 모듬견과류(아몬드 땅콩 호두 해바라기씨) 통깨 올리고당 식용유 맛술 참기름 간장 다진마늘 후추
고구마치즈구이,메인요리 양식 간식,고구마 체더치즈 피자치즈 파슬리가루 우유 올리고당 버터 소금 후추
삼겹살간장조림,메인요리,삼겹살 대파 무 반숙달걀 꽈리고추 연겨자 된장 대파(파란부분) 양파 통마늘 생강(마늘 1쪽 사이즈) 통후추 월계수잎 물 간장 설탕 맛술 굴소스 다진마늘 후추
마파두부,초대요리 메인요리 중식,두부(부침용) 다진 돼지고기 양파 홍고추 청고추 대파 실파 고추기름 물 참기름 맛술 두반장 간장 고춧가루 설탕 다진마늘 생강가루 소금 후추 전분가루 물
스테이크샐러드,메인요리 양식 초대요리,쇠고기(등심 또는 채끝살) 방울토마토 미니새송이 표고 적양파 잎채소 라임(생략가능) 올리브유 소금 후추 올리브오일 발사믹식초 올리고당 레몬즙 다진마늘 소금 후추
쇠고기타코,초대요리 양식 안주 간식,다진쇠고기 양파 파프리카 토마토 토르티야 체더치즈 플레인 요거트(또는 사워크림) 고수(생략 가능) 올리브오일 맛술 다진마늘 소금 후추 시판 토마토 소스 맛술 파슬리가루 소금 후추
콩나물등갈비찜,메인요리 초대요리 안주,등갈비 당근 양파 대파 콩나물 실파 (생략가능) 깨 고춧가루 간장 갈은 양파즙 맛술 설탕 올리고당 굴소스 다진마늘 참기름 생강가루 후추 물 된장 대파 (파란부분) 마늘 월계수잎 통후추 참기름 고춧가루 다진마늘 소금 후추 깨
두부조림,밑반찬,두부(부침용) 대파 양파 청양고추 다시마멸치 육수 깨 간장 맛술 고춧가루 설탕 다진마늘 참기름 후추
얼큰김치수제비,안주 메인요리,바지락조개 배추김치 김치국물 감자 대파 홍고추 청양고추 다시마멸치새우 육수 밀가루(중력분) 물 식용유 소금 국간장 고춧가루 다진마늘 소금 후추
치킨토르티야랩,간식 양식,닭안심(또는 닭가슴살) 로메인 토마토 피클 빵가루 할라피뇨(생략 가능) 토르티야 체더치즈 슬라이스 튀김가루 우유 고운 고춧가루 카레가루 소금 후추 마요네즈 머스터드 올리고당 후추
미니애플파이,간식 베이킹,식빵 사과 달걀 버터 설탕 올리고당 레몬즙 계핏가루
통오징어떡볶이,메인요리 분식 간식,떡볶이떡 오징어 어묵 양배추 대파 삶은 달걀 다시마멸치새우 육수 고추장 맛술 고운 고춧가루 간장 설탕 올리고당
단호박전,메인요리 안주,단호박(중간 사이즈) 부침가루 찬물 소금 식용유 청양고추 물 간장 식초
매운닭꼬치구이,메인요리 분식 안주 간식,닭다리살(6쪽) 대파 우유 실파 청주 생강즙 후추 맛술 올리고당 간장 케첩 고추장 고춧가루 다진마늘 후추
꽃게탕,초대요리 메인요리 안주,꽃게 미더덕 또는 오만둥이 무 애호박 느타리버섯 홍고추 대파 팽이버섯 쑥갓 다시마 새우 멸치 육수 된장 고춧가루 고추장 청주 다진마늘 생강즙 소금 후추
돼지등갈비찜,초대요리 메인요리 안주,돼지등갈비 무 표고버섯 당근 은행 밤 홍고추 실파 깨 물 된장 대파(파란부분) 마늘 월계수잎 통후추 간장 맛술 설탕 올리고당 다진마늘 참기름 생강즙 후추
대하찜,초대요리 메인요리,대하 달걀 오이 당근 맛술 소금 후추 물 잣가루 설탕 올리고당 식초 연겨자 소금
바비큐폭립,메인요리 초대요리 양식 초대요리,돼지고기 등갈비 파슬리가루 물 된장 대파(파란부분) 마늘 월계수잎 통후추 시판 바비큐 소스 맛술 간장 올리고당 토마토케첩 다진마늘 후추
해물순두부찌개,메인요리,순두부 바지락조개 오징어 새우 신김치 대파 홍고추 고추 고추기름 고춧가루 맛술 새우젓 다진마늘 소금 후추
뿌리채소샐러드,다이어트,단호박 땅콩호박 연근 우엉 비트 당근 방울토마토 방울양배추 올리브오일 꿀 소금 후추 마요네즈 올리브유 곱게 간 깨 식초 올리고당 소금 후추
고구마크로크무슈,간식 양식,식빵 슬라이스 치즈 슬라이스 햄 삶은 고구마 피자치즈 우유 버터 꿀 소금
부대찌개,메인요리,햄(작은 사이즈) 소시지 다진쇠고기 베이크드빈스 떡국용 떡 두부 대파 양파 김치 체더치즈 슬라이스 시판 사골육수 라면사리 간장 맛술 다진마늘 후추 고춧가루 고추장 국간장 다진마늘 소금 후추
고등어무조림,한식 메인요리,고등어(중간 사이즈) 단호박(작은 사이즈) 무 양파 대파 붉은고추 청양고추 다시마 멸치 육수 청주 소금 간장 고춧가루 맛술 고추장 설탕 다진마늘 생강즙 후추
곡물라떼,간식 간단요리,곡물가루 우유 꿀 또는 시럽
단호박영양밥찜,메인요리 초대요리,미니 단호박 멥쌀 찹쌀 강낭콩 대추 은행 물 소금
닭가슴살오트밀 샐러드,양식 다이어트,닭가슴살 오트밀 라디치오 토마토 잎상추 꿀 청주 대파 통마늘 굵은소금 통후추 올리브유 간장 식초 올리고당 참기름 다진마늘 소금 후추
육전,메인요리 안주 초대요리,쇠고기(홍두깨 또는 채끝) 부침가루 달걀 영양부추 양파 간장 식초 올리고당 설탕 와사비
깻잎참치전,초대요리 안주 퓨전,참치캔(중간 사이즈) 깻잎 두부 양파 실파 부침가루 달걀 식용유 간장 식초 물 청양고추
장미만두,초대요리,돼지고기 갈은 것 부추 양파 비트 물 밀가루 굴소스 맛술 다진마늘 참기름 소금 후추 밀가루(중력분) 비트즙 식용유 소금 밀가루(중력분) 비트즙 물 식용유 소금
매운쇠고기갈비찜,초대요리 메인요리 안주,쇠고기 갈비 무 표고버섯 당근 청양고추 대파 가래떡(작은 사이즈) 물 대파 마늘 양파 건고추 통후추 간장 고춧가루 맛술 올리고당 설탕 다진마늘 생강즙 후추
얌운센,초대요리 메인요리,쌀국수(또는 버미셀리) 샐러리 방울토마토 당근 오이 양파 새우 레몬 고수 칠리소스(쓰리라차 소스) 피시소스 설탕 다진마늘 레몬즙 다진홍고추 고수
콘수프,메인요리 양식,옥수수 감자 양파 우유 생크림 버터 올리고당 소금 후추 파슬리
꽈리고추감자조림,한식 밑반찬,감자 꽈리고추 양파 올리고당 참기름 통깨 다시마 육수 간장 맛술 설탕 올리고당 다진마늘 후추
팽이버섯 삼겹살말이,초대요리 안주,얇게 썬 삼겹살 또는 대패 삼겹살 팽이버섯 마늘 맛술 간장 올리고당 참기름 생강즙 다진마늘 후추
김치비빔국수,메인요리,신김치 중면 오이 삶은달걀 깨 고추장 식초 올리고당 간장 설탕 맛술 참기름 후추
유린기,메인요리 초대요리 안주 중식,닭다리살 로메인 또는 양상추 대파 우유 감자 전분가루 소금 후추 달걀흰자 맛술 생강즙 다진마늘 소금 후추 간장 식초 올리고당 설탕 다진마늘 후추 청양고추 홍고추 레몬
오이비트물김치,밑반찬 퓨전,오이 홍고추 쪽파 굵은소금 물 굵은소금 양파 비트 마늘 생강(마늘 한쪽 사이즈) 물 물 찹쌀가루 다시마물 굵은소금 매실청
망고빙수,간식,망고 우유 연유 민트잎 망고과육 설탕 레몬즙
오징어콩나물비빔밥,한식 메인요리,오징어 콩나물 달걀 밥 깻잎 당근 새싹채소 참기름 통깨 고추장 맛술 간장 설탕 고춧가루 올리고당 다진마늘 참기름 후추
오리양념볶음,메인요리 초대요리 안주,오리고기 양파 대파 깻잎 부추 깨 맛술 다진마늘 생강즙 후추 고춧가루 고추장 간장 올리고당 설탕 굴소스 다진마늘 참기름 후추
감자치즈구이,메인요리 양식 안주,감자 체더치즈 스위트콘 버터 케첩 전분가루 소금 후추
수박레몬에이드,간식 간단요리,수박 사이다 레몬 얼음 민트
열무국수,메인요리,중면 열무김치 열무김치 국물 오이 삶은달걀 통깨 물 다시마(사방 6cm) 멸치 식초 설탕 소금
블루밍브레드,초대요리 간식,동그란 바게트빵 베이컨 슬라이스 모차렐라 치즈 체더슬라이스 치즈 실파 버터 꿀 다진마늘 소금 후추
냉우동샐러드, ,우동면(1팩당 200g) 새우 토마토 잎상추 치커리 무순 라디치오 곱게 간 깨 간장 식초 올리고당 올리브유 설탕 다진마늘 참기름 소금 후추
간장소스닭봉튀김,메인요리 초대요리 간식 안주,닭봉 땅콩.캐슈넛 건고추 녹말가루 튀김유 갈은 양파 소금후춧가루 간장 식초 올리고당 청주 설탕 마늘 생강
아보카도 요거트스무디,초대요리 간식 간단요리,아보카도 우유 플레인 요거트 케일 시럽 또는 꿀 얼음
버섯크림 스파게티,메인요리 초대요리 양식,스파게티면 베이컨 양송이버섯 느타리버섯 양파 마늘 버터 올리브유 후추 우유 생크림 파르메산 치즈가루 소금 후추
뉴욕식버거,양식,다진 쇠고기 체더 슬라이스 치즈 토마토 잎상추 버터 햄버거빵 소금 후추 올리브유 마요네즈 머스터드 케첩 고운 고춧가루 오이피클 마늘
돼지고기 간장구이,메인요리 초대요리 안주 안주,돼지고기(삼겹살) 색깔 야채 물 맛술 간장 올리고당 참기름 다진마늘 생강가루 후추
과일아이스바,초대요리 간식 간단요리,키위 체리 블루베리 천도 복숭아 아이스바 몰드(4구) 민트잎 청포도 주스 올리고당
감자전,메인요리 안주,감자 소금 식용유 간장 식초 물 청양고추
파티초밥,초대요리,밥 크래미 단무지 당근 오이 달걀 아보카도 파프리카 무순 김 식초 설탕 소금 간장 물 연와사비
디톡스워터,간단요리,사과 파인애플 자몽 레몬 귤 비트 라임 오이 계피
칼라 방울토마토 마리네이드,간단요리 양식 다이어트,칼라 방울토마토 적양파 레몬 바질 올리브유 발사믹 식초 레몬즙 올리고당 소금 후추
클램차우더 수프,양식,모시조개 베이컨 감자 샐러리 양파 마늘 버터 밀가루 우유 소금 후추 파슬리가루 물 청주 샐러리줄기 마늘
초계탕,초대요리 메인요리,닭 오이 적채 무순 토마토 달걀 양파 대파 마늘 생강(밤 1톨 사이즈) 통후추 식초 설탕 국간장 연겨자 소금 식초 설탕 연겨자 다진마늘 소금 후추
라임모히토,초대요리 간식 간단요리,라임 탄산수(또는 사이다) 시럽 얼음 민트잎
토마토치킨스튜,메인요리 양식,닭가슴살(또는 닭다리살) 방울토마토 양송이버섯 양파 파프리카 마늘 블랙올리브 우유 건고추(또는 페페론치노 6개) 파슬리 올리브유 맛술 올리브유 소금 후추 로즈마리 물 시판 토마토소스 월계수잎 소금 후추
브로콜리전,메인요리 초대요리,브로콜리(작은 사이즈) 양파 칵테일 새우 홍고추 부침가루 달걀 물 소금 후추 간장 물 식초 깨
감자샌드위치,양식 간식 도시락,감자 슬라이스 햄 오이 양파 로메인 곡물식빵 버터 소금 마요네즈 머스터드 올리고당 소금 후추 마요네즈 머스터드
스카치에그,양식 안주,달걀 다진 쇠고기 다진 돼지고기 양파 달걀(달걀물용) 밀가루 빵가루 빵가루 우유 케첩 간장 다진마늘 소금 후추 케첩(또는 돈가스소스)
가지치즈튀김,메인요리 안주,가지(작은 사이즈) 체더 슬라이스치즈 베이컨 양상추 달걀 밀가루 빵가루 파슬리 식용유 시판 돈가스소스
연두부토마토샐러드,간단요리 다이어트,연두부 방울토마토 루꼴라(또는 어린잎채소) 호두 올리브유 발사믹식초 올리고당 소금 후추
떡볶음탕,메인요리 안주,닭(800g) 떡볶이떡 감자(작은 사이즈) 양파 대파 청고추 고춧가루 고추장 맛술 간장 설탕 다진마늘 소금 후추
쇠고기뭇국,메인요리,쇠고기(양지머리) 무 대파 다시마멸치육수 국간장 다진마늘 참기름 소금 후추 국간장 다진마늘 소금 후추
레인보우 피자,메인요리 초대요리 간식 양식,토르티야 슬라이스햄 방울토마토 파프리카(주황 초록) 스위트콘 적채 피자치즈 토마토 소스 소금 후추 올리브유
명엽채볶음,간단요리 한식 밑반찬,명엽채 참기름 통깨 간장 올리고당 맛술 마요네즈 식용유 다진마늘 후추
